Date : 2025-03-26 00:03:26
Directory : /home/alberic/Documents/Cours/ramio_project
Total : 469 files,  42363 codes, 2573 comments, 5735 blanks, all 50671 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /home/alberic/Documents/Cours/ramio_project/html/classBlocSol-members.html                        | HTML       |         84 |          5 |          4 |         93 |
| /home/alberic/Documents/Cours/ramio_project/html/classBlocSol.html                                | HTML       |        177 |          5 |         11 |        193 |
| /home/alberic/Documents/Cours/ramio_project/html/classDrapeau-members.html                        | HTML       |         82 |          5 |          4 |         91 |
| /home/alberic/Documents/Cours/ramio_project/html/classDrapeau.html                                | HTML       |        152 |          5 |          9 |        166 |
| /home/alberic/Documents/Cours/ramio_project/html/classEau-members.html                            | HTML       |         86 |          5 |          4 |         95 |
| /home/alberic/Documents/Cours/ramio_project/html/classEau.html                                    | HTML       |        274 |          5 |         23 |        302 |
| /home/alberic/Documents/Cours/ramio_project/html/classEnnemi-members.html                         | HTML       |         96 |          5 |          4 |        105 |
| /home/alberic/Documents/Cours/ramio_project/html/classEnnemi.html                                 | HTML       |        635 |          5 |         69 |        709 |
| /home/alberic/Documents/Cours/ramio_project/html/classEntity-members.html                         | HTML       |         80 |          5 |          4 |         89 |
| /home/alberic/Documents/Cours/ramio_project/html/classEntity.html                                 | HTML       |        392 |          5 |         32 |        429 |
| /home/alberic/Documents/Cours/ramio_project/html/classFinDeJeu-members.html                       | HTML       |         89 |          5 |          4 |         98 |
| /home/alberic/Documents/Cours/ramio_project/html/classFinDeJeu.html                               | HTML       |        653 |          5 |         62 |        720 |
| /home/alberic/Documents/Cours/ramio_project/html/classGuili-members.html                          | HTML       |        119 |          5 |          4 |        128 |
| /home/alberic/Documents/Cours/ramio_project/html/classGuili.html                                  | HTML       |        478 |          5 |         30 |        513 |
| /home/alberic/Documents/Cours/ramio_project/html/classLevel-members.html                          | HTML       |        106 |          5 |          4 |        115 |
| /home/alberic/Documents/Cours/ramio_project/html/classLevel.html                                  | HTML       |      1,219 |          5 |        117 |      1,341 |
| /home/alberic/Documents/Cours/ramio_project/html/classLuigi.html                                  | HTML       |        442 |          5 |         27 |        474 |
| /home/alberic/Documents/Cours/ramio_project/html/classMario.html                                  | HTML       |        279 |          5 |         13 |        297 |
| /home/alberic/Documents/Cours/ramio_project/html/classMenu-members.html                           | HTML       |         91 |          5 |          4 |        100 |
| /home/alberic/Documents/Cours/ramio_project/html/classMenu.html                                   | HTML       |        830 |          5 |         73 |        908 |
| /home/alberic/Documents/Cours/ramio_project/html/classObjetInteractif-members.html                | HTML       |         81 |          5 |          4 |         90 |
| /home/alberic/Documents/Cours/ramio_project/html/classObjetInteractif.html                        | HTML       |        188 |          5 |         14 |        207 |
| /home/alberic/Documents/Cours/ramio_project/html/classPiece-members.html                          | HTML       |         92 |          5 |          4 |        101 |
| /home/alberic/Documents/Cours/ramio_project/html/classPiece.html                                  | HTML       |        474 |          5 |         47 |        526 |
| /home/alberic/Documents/Cours/ramio_project/html/classPlayer-members.html                         | HTML       |        113 |          5 |          4 |        122 |
| /home/alberic/Documents/Cours/ramio_project/html/classPlayer.html                                 | HTML       |      1,094 |          5 |        115 |      1,214 |
| /home/alberic/Documents/Cours/ramio_project/html/classRamio-members.html                          | HTML       |        115 |          5 |          4 |        124 |
| /home/alberic/Documents/Cours/ramio_project/html/classRamio.html                                  | HTML       |        315 |          5 |         16 |        336 |
| /home/alberic/Documents/Cours/ramio_project/html/classTuyau-members.html                          | HTML       |         89 |          5 |          4 |         98 |
| /home/alberic/Documents/Cours/ramio_project/html/classTuyau.html                                  | HTML       |        375 |          5 |         29 |        409 |
| /home/alberic/Documents/Cours/ramio_project/html/classes.html                                     | HTML       |        128 |          5 |          3 |        136 |
| /home/alberic/Documents/Cours/ramio_project/html/dir_000001_000000.html                           | HTML       |         69 |          5 |          3 |         77 |
| /home/alberic/Documents/Cours/ramio_project/html/dir_68267d1309a1af8e8297ef4c3efbcdba.html        | HTML       |        109 |          5 |          3 |        117 |
| /home/alberic/Documents/Cours/ramio_project/html/dir_d44c64559bbebec7f509842c48db8b23.html        | HTML       |         95 |          5 |          3 |        103 |
| /home/alberic/Documents/Cours/ramio_project/html/doxygen.css                                      | CSS        |      1,406 |         84 |        282 |      1,772 |
| /home/alberic/Documents/Cours/ramio_project/html/dynsections.js                                   | JavaScript |         86 |         31 |         11 |        128 |
| /home/alberic/Documents/Cours/ramio_project/html/files.html                                       | HTML       |         95 |          5 |          3 |        103 |
| /home/alberic/Documents/Cours/ramio_project/html/functions.html                                   | HTML       |        123 |          5 |          4 |        132 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_b.html                                 | HTML       |        117 |          5 |          4 |        126 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_c.html                                 | HTML       |        104 |          5 |          4 |        113 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_d.html                                 | HTML       |         85 |          5 |          4 |         94 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_e.html                                 | HTML       |         89 |          5 |          4 |         98 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_enum.html                              | HTML       |         70 |          5 |          3 |         78 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_f.html                                 | HTML       |         84 |          5 |          4 |         93 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_func.html                              | HTML       |        403 |          5 |         40 |        448 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_g.html                                 | HTML       |        141 |          5 |          4 |        150 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_h.html                                 | HTML       |         81 |          5 |          4 |         90 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_i.html                                 | HTML       |        108 |          5 |          4 |        117 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_j.html                                 | HTML       |         77 |          5 |          4 |         86 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_l.html                                 | HTML       |         80 |          5 |          4 |         89 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_m.html                                 | HTML       |         89 |          5 |          4 |         98 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_n.html                                 | HTML       |         71 |          5 |          4 |         80 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_o.html                                 | HTML       |         87 |          5 |          4 |         96 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_p.html                                 | HTML       |        101 |          5 |          4 |        110 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_r.html                                 | HTML       |         83 |          5 |          4 |         92 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_s.html                                 | HTML       |        121 |          5 |          4 |        130 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_t.html                                 | HTML       |        134 |          5 |          4 |        143 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_u.html                                 | HTML       |         82 |          5 |          4 |         91 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_v.html                                 | HTML       |         75 |          5 |          4 |         84 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_vars.html                              | HTML       |        429 |          5 |         44 |        478 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_w.html                                 | HTML       |         74 |          5 |          4 |         83 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_y.html                                 | HTML       |         74 |          5 |          4 |         83 |
| /home/alberic/Documents/Cours/ramio_project/html/functions_~.html                                 | HTML       |        107 |          5 |          4 |        116 |
| /home/alberic/Documents/Cours/ramio_project/html/globals.html                                     | HTML       |         93 |          5 |          3 |        101 |
| /home/alberic/Documents/Cours/ramio_project/html/globals_defs.html                                | HTML       |         70 |          5 |          3 |         78 |
| /home/alberic/Documents/Cours/ramio_project/html/globals_enum.html                                | HTML       |         76 |          5 |          3 |         84 |
| /home/alberic/Documents/Cours/ramio_project/html/globals_func.html                                | HTML       |         73 |          5 |          3 |         81 |
| /home/alberic/Documents/Cours/ramio_project/html/globals_vars.html                                | HTML       |         75 |          5 |          3 |         83 |
| /home/alberic/Documents/Cours/ramio_project/html/graph_legend.html                                | HTML       |        129 |          5 |          3 |        137 |
| /home/alberic/Documents/Cours/ramio_project/html/hierarchy.html                                   | HTML       |         94 |          5 |          3 |        102 |
| /home/alberic/Documents/Cours/ramio_project/html/index.html                                       | HTML       |         69 |          5 |          3 |         77 |
| /home/alberic/Documents/Cours/ramio_project/html/inherits.html                                    | HTML       |        124 |          5 |          3 |        132 |
| /home/alberic/Documents/Cours/ramio_project/html/jquery.js                                        | JavaScript |          7 |         27 |          1 |         35 |
| /home/alberic/Documents/Cours/ramio_project/html/main_8cpp.html                                   | HTML       |        227 |          5 |          9 |        241 |
| /home/alberic/Documents/Cours/ramio_project/html/main_8cpp_source.html                            | HTML       |        336 |          5 |          3 |        344 |
| /home/alberic/Documents/Cours/ramio_project/html/menu.js                                          | JavaScript |         25 |         24 |          2 |         51 |
| /home/alberic/Documents/Cours/ramio_project/html/menudata.js                                      | JavaScript |         82 |         22 |          1 |        105 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_0.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_0.js                                  | JavaScript |         24 |          0 |          1 |         25 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_1.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_1.js                                  | JavaScript |         23 |          0 |          1 |         24 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_10.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_10.js                                 | JavaScript |         21 |          0 |          1 |         22 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_11.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_11.js                                 | JavaScript |         25 |          0 |          1 |         26 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_12.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_12.js                                 | JavaScript |          6 |          0 |          1 |          7 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_13.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_13.js                                 | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_14.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_14.js                                 | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_15.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_15.js                                 | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_16.html                               | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_16.js                                 | JavaScript |         16 |          0 |          1 |         17 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_2.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_2.js                                  | JavaScript |         16 |          0 |          1 |         17 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_3.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_3.js                                  | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_4.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_4.js                                  | JavaScript |         15 |          0 |          1 |         16 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_5.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_5.js                                  | JavaScript |         11 |          0 |          1 |         12 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_6.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_6.js                                  | JavaScript |         29 |          0 |          1 |         30 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_7.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_7.js                                  | JavaScript |          6 |          0 |          1 |          7 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_8.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_8.js                                  | JavaScript |         16 |          0 |          1 |         17 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_9.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_9.js                                  | JavaScript |          6 |          0 |          1 |          7 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_a.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_a.js                                  | JavaScript |          9 |          0 |          1 |         10 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_b.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_b.js                                  | JavaScript |         18 |          0 |          1 |         19 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_c.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_c.js                                  | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_d.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_d.js                                  | JavaScript |          9 |          0 |          1 |         10 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_e.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_e.js                                  | JavaScript |         16 |          0 |          1 |         17 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_f.html                                | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/all_f.js                                  | JavaScript |          7 |          0 |          1 |          8 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_0.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_0.js                              | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_1.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_1.js                              | JavaScript |          6 |          0 |          1 |          7 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_2.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_2.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_3.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_3.js                              | JavaScript |          6 |          0 |          1 |          7 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_4.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_4.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_5.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_5.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_6.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_6.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_7.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_7.js                              | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_8.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_8.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_9.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_9.js                              | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_a.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_a.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_b.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/classes_b.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/defines_0.html                            | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/defines_0.js                              | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_0.html                              | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_0.js                                | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_1.html                              | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_1.js                                | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_2.html                              | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_2.js                                | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_3.html                              | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enums_3.js                                | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_0.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_0.js                           | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_1.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_1.js                           | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_2.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_2.js                           | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_3.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_3.js                           | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_4.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_4.js                           | JavaScript |          7 |          0 |          1 |          8 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_5.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_5.js                           | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_6.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_6.js                           | JavaScript |          5 |          0 |          1 |          6 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_7.html                         | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/enumvalues_7.js                           | JavaScript |          4 |          0 |          1 |          5 |
| /home/alberic/Documents/Cours/ramio_project/html/search/files_0.html                              | HTML       |         21 |          9 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/html/search/files_0.js                                | JavaScript |          7 |          0 |          1 |          8 |
| /home/alberic/Documents/Cours/ramio_project/html/search/files_1.html                              | HTML       |         21 |          9 |          1 |         31 |
